rental_id;customer_id;car_type;rental_start_date;rental_end_date;rental_location;daily_rate;customer_age;customer_gender;weather;customer_membership;rental_duration_days;total_rental_cost;holiday_season;weekday_rental;total_rental_days;is_weekend_rental;customer_loyalty;car_age;promotion_applied;rental_purpose
96716;1804;Convertible;2021-03-08;2020-01-27;Gdañsk;36;27,00;Female;Snowy;Gold;16;580,96;PRAWDA;PRAWDA;-406;FA£SZ;VIP;7;FA£SZ;Leisure
29976;1599;Sedan;2022-05-25;2022-06-24;Kraków;32;61,00;Male;Snowy;Gold;18;582,3;FA£SZ;PRAWDA;30;FA£SZ;Returning;6;PRAWDA;Business
29827;1070;Hatchback;2021-03-10;2023-10-22;Szczecin;49;42,00;Female;Rainy;Silver;25;1233,5;PRAWDA;PRAWDA;956;FA£SZ;Returning;2;PRAWDA;Leisure
67751;1472;Hatchback;2020-10-21;2023-11-16;Katowice;81;41,00;Female;Cloudy;None;14;1127,7;FA£SZ;PRAWDA;1121;FA£SZ;VIP;3;PRAWDA;Other
62493;1600;Truck;2022-02-17;2021-10-11;Poznañ;64;51,00;Male;Snowy;Gold;24;1543,68;FA£SZ;PRAWDA;-129;FA£SZ;New;2;PRAWDA;Leisure
76904;1396;Hatchback;2024-07-12;2020-06-20;Poznañ;53;46,00;Male;Snowy;Silver;18;956,16;PRAWDA;PRAWDA;-1483;FA£SZ;VIP;7;PRAWDA;Other
32622;1314;Sedan;2021-04-01;2023-03-09;Katowice;76;51,00;Female;Snowy;Platinum;27;2058,75;PRAWDA;PRAWDA;707;FA£SZ;Returning;5;PRAWDA;Other
36684;1705;Sedan;2022-08-21;2023-05-01;Szczecin;37;60,00;Female;Cloudy;None;21;772,38;PRAWDA;FA£SZ;253;PRAWDA;Returning;3;PRAWDA;Other
33069;1486;SUV;2020-11-02;2023-03-31;Warszawa;46;38,00;Female;Cloudy;Gold;12;557,04;PRAWDA;PRAWDA;879;FA£SZ;VIP;3;PRAWDA;Leisure
70024;1551;Hatchback;2020-08-17;2020-11-05;Lublin;58;24,00;Male;Sunny;Silver;12;691,92;PRAWDA;PRAWDA;80;FA£SZ;Returning;5;FA£SZ;Leisure
86496;1087;Sedan;2022-10-22;2020-12-24;Gdañsk;46;68,00;Female;Cloudy;Platinum;13;597,87;FA£SZ;FA£SZ;-667;PRAWDA;VIP;3;FA£SZ;Business
54936;1174;SUV;2024-01-06;2023-08-08;Wroc³aw;90;56,00;Male;Snowy;Silver;7;627,48;FA£SZ;FA£SZ;-151;PRAWDA;New;0;FA£SZ;Leisure
74755;1600;Sedan;2020-11-08;2020-10-16;Warszawa;56;66,00;Male;Sunny;None;28;1556,24;PRAWDA;FA£SZ;-23;PRAWDA;New;6;PRAWDA;Business
74645;1849;Hatchback;2023-01-04;2021-12-14;Warszawa;38;23,00;Male;Sunny;Platinum;4;151,92;PRAWDA;PRAWDA;-386;FA£SZ;New;1;FA£SZ;Leisure
33233;1677;Hatchback;2023-09-10;2021-03-29;Poznañ;67;54,00;Male;Sunny;Gold;2;133,68;FA£SZ;FA£SZ;-895;PRAWDA;Returning;7;PRAWDA;Other
24982;1537;SUV;2022-09-09;2023-04-02;Kraków;81;36,00;Female;Cloudy;None;18;1463,76;FA£SZ;PRAWDA;205;FA£SZ;VIP;7;FA£SZ;Business
13822;1845;Hatchback;2021-09-27;2021-11-05;Lublin;77;55,00;Female;Snowy;Platinum;15;1159,35;FA£SZ;PRAWDA;39;FA£SZ;Returning;2;FA£SZ;Other
24880;1072;SUV;2024-01-22;2020-02-28;Gdañsk;34;48,00;Male;Snowy;None;17;583,61;PRAWDA;PRAWDA;-1424;FA£SZ;VIP;5;FA£SZ;Leisure
75781;1777;Hatchback;2023-10-07;2022-04-07;£ódŸ;62;46,00;Male;Snowy;Silver;14;874,3;PRAWDA;FA£SZ;-548;PRAWDA;Returning;5;PRAWDA;Leisure
32651;1916;Truck;2024-06-07;2020-08-22;Lublin;99;27,00;Male;Cloudy;Gold;24;2365,68;PRAWDA;PRAWDA;-1385;FA£SZ;VIP;8;FA£SZ;Leisure
52220;1115;SUV;2022-03-20;2021-03-03;Warszawa;35;34,00;Male;Sunny;Platinum;24;832,56;PRAWDA;FA£SZ;-382;PRAWDA;New;7;FA£SZ;Other
39704;1976;Truck;2020-07-12;2022-05-28;Wroc³aw;75;42,00;Male;Rainy;None;9;678,78;PRAWDA;FA£SZ;685;PRAWDA;VIP;3;PRAWDA;Business
12718;1755;Hatchback;2020-02-13;2022-04-16;Gdañsk;65;38,00;Male;Sunny;Platinum;7;451,92;FA£SZ;PRAWDA;793;FA£SZ;New;8;PRAWDA;Leisure
65711;1709;Convertible;2020-10-16;2021-05-19;Gdañsk;62;27,00;Female;Rainy;Gold;22;1366,2;FA£SZ;PRAWDA;215;FA£SZ;Returning;7;FA£SZ;Leisure
67887;1847;Hatchback;2023-05-24;2020-04-25;Warszawa;91;42,00;Female;Sunny;Platinum;12;1086,36;FA£SZ;PRAWDA;-1124;FA£SZ;VIP;5;PRAWDA;Business
51710;1431;Convertible;2020-01-04;2020-08-28;Gdañsk;92;37,00;Female;Sunny;Silver;1;92,32;FA£SZ;FA£SZ;237;PRAWDA;VIP;9;FA£SZ;Business
27176;1448;Hatchback;2024-03-13;2023-03-27;Poznañ;34;31,00;Male;Cloudy;None;8;274,56;FA£SZ;PRAWDA;-352;FA£SZ;New;7;PRAWDA;Leisure
48450;1850;SUV;2022-11-01;2022-01-29;Katowice;78;46,00;Female;Cloudy;None;1;78,48;PRAWDA;PRAWDA;-276;FA£SZ;Returning;6;FA£SZ;Business
72003;1099;Sedan;2022-01-27;2020-08-01;Gdañsk;56;24,00;Female;Rainy;None;16;892,64;FA£SZ;PRAWDA;-544;FA£SZ;New;2;FA£SZ;Other
88108;1984;SUV;2022-10-07;2021-10-13;Wroc³aw;96;45,00;Female;Snowy;Gold;18;1721,88;FA£SZ;PRAWDA;-359;FA£SZ;VIP;0;FA£SZ;Leisure
13672;1177;Convertible;2020-07-14;2023-04-05;Warszawa;75;69,00;Female;Sunny;Silver;2;149,02;PRAWDA;PRAWDA;995;FA£SZ;Returning;3;FA£SZ;Business
65101;1755;Hatchback;2021-08-16;2023-10-13;Bydgoszcz;72;66,00;Female;Rainy;None;22;1580,04;FA£SZ;PRAWDA;788;FA£SZ;Returning;6;FA£SZ;Business
72603;1797;Hatchback;2021-11-19;2020-03-07;Lublin;38;34,00;Male;Rainy;None;14;536,34;PRAWDA;PRAWDA;-622;FA£SZ;VIP;0;FA£SZ;Business
70133;1659;Hatchback;2022-01-11;2020-04-06;Szczecin;84;49,00;Male;Rainy;None;5;418,95;FA£SZ;PRAWDA;-645;FA£SZ;Returning;9;FA£SZ;Other
77620;1147;Sedan;2021-03-18;2023-03-28;Katowice;64;52,00;Female;Cloudy;None;19;1220,37;PRAWDA;PRAWDA;740;FA£SZ;Returning;8;PRAWDA;Leisure
21546;1910;Sedan;2023-10-23;2022-03-29;Wroc³aw;68;53,00;Female;Snowy;None;8;541,52;FA£SZ;PRAWDA;-573;FA£SZ;VIP;5;FA£SZ;Business
35664;1423;SUV;2020-10-10;2021-10-26;Poznañ;67;48,00;Female;Rainy;None;29;1952,57;PRAWDA;FA£SZ;381;PRAWDA;VIP;8;FA£SZ;Business
11287;1288;SUV;2020-09-06;2020-07-16;Gdañsk;82;27,00;Male;Sunny;Gold;14;1152,76;FA£SZ;FA£SZ;-52;PRAWDA;New;3;FA£SZ;Other
24529;1961;Convertible;2022-09-21;2020-11-18;Gdañsk;42;42,00;Male;Cloudy;Silver;26;1102,66;PRAWDA;PRAWDA;-672;FA£SZ;Returning;0;PRAWDA;Other
18528;1265;Sedan;2024-04-27;2024-07-22;Wroc³aw;81;37,00;Male;Cloudy;Silver;3;242,64;FA£SZ;FA£SZ;86;PRAWDA;New;0;FA£SZ;Leisure
45100;1697;Truck;2024-02-29;2022-03-05;Szczecin;70;61,00;Female;Rainy;Platinum;15;1049,25;PRAWDA;PRAWDA;-726;FA£SZ;VIP;2;FA£SZ;Business
38041;1639;SUV;2020-12-04;2020-11-07;£ódŸ;82;34,00;Male;Snowy;Platinum;28;2307,2;PRAWDA;PRAWDA;-27;FA£SZ;New;2;PRAWDA;Leisure
15547;1544;Truck;2022-07-25;2023-12-03;Bydgoszcz;70;68,00;Male;Rainy;Gold;22;1549,46;PRAWDA;PRAWDA;496;FA£SZ;Returning;9;FA£SZ;Business
45772;1543;SUV;2022-06-23;2023-09-07;Poznañ;36;18,00;Male;Snowy;Silver;5;181,85;PRAWDA;PRAWDA;441;FA£SZ;New;8;FA£SZ;Leisure
71946;1714;Truck;2021-01-22;2022-10-10;Poznañ;34;26,00;Female;Snowy;Platinum;3;101,91;FA£SZ;PRAWDA;626;FA£SZ;Returning;9;FA£SZ;Leisure
45183;1244;Truck;2022-10-30;2021-10-08;Bydgoszcz;77;38,00;Male;Snowy;None;25;1915,75;PRAWDA;FA£SZ;-387;PRAWDA;Returning;4;PRAWDA;Business
26229;1151;SUV;2021-09-23;2023-04-02;Warszawa;56;33,00;Male;Snowy;Gold;19;1058,11;PRAWDA;PRAWDA;556;FA£SZ;New;2;PRAWDA;Leisure
47687;1675;Sedan;2022-06-12;2022-10-20;Warszawa;97;18,00;Female;Cloudy;Gold;17;1645,6;FA£SZ;FA£SZ;130;PRAWDA;New;3;FA£SZ;Leisure
21441;1510;SUV;2023-10-14;2020-04-16;Szczecin;65;22,00;Male;Cloudy;Gold;8;521,28;PRAWDA;FA£SZ;-1276;PRAWDA;VIP;1;FA£SZ;Leisure
90549;1459;Sedan;2020-10-11;2023-08-28;Lublin;94;29,00;Female;Rainy;Silver;24;2257,44;FA£SZ;FA£SZ;1051;PRAWDA;Returning;6;FA£SZ;Leisure
76701;1882;Hatchback;2023-04-10;2020-01-17;Bydgoszcz;86;23,00;Male;Sunny;Platinum;24;2067,6;PRAWDA;PRAWDA;-1179;FA£SZ;New;7;FA£SZ;Business
30289;1183;Hatchback;2022-09-12;2023-08-09;Gdañsk;69;18,00;Female;Rainy;None;1;68,55;FA£SZ;PRAWDA;331;FA£SZ;New;3;FA£SZ;Business
97075;1028;Hatchback;2022-01-22;2024-04-28;Poznañ;52;21,00;Male;Sunny;Gold;25;1291;PRAWDA;FA£SZ;827;PRAWDA;New;2;FA£SZ;Other
41530;1802;Hatchback;2022-06-21;2024-04-15;Bydgoszcz;96;26,00;Male;Sunny;Gold;16;1531,36;PRAWDA;PRAWDA;664;FA£SZ;Returning;9;FA£SZ;Other
75743;1128;Convertible;2021-07-25;2020-01-31;Kraków;33;57,00;Male;Snowy;Gold;17;552,84;FA£SZ;FA£SZ;-541;PRAWDA;New;9;FA£SZ;Leisure
77410;1128;Convertible;2021-08-11;2020-06-15;Poznañ;59;22,00;Male;Cloudy;None;27;1592,73;FA£SZ;PRAWDA;-422;FA£SZ;Returning;3;FA£SZ;Leisure
96948;1932;SUV;2021-08-03;2020-01-29;Wroc³aw;61;50,00;Female;Cloudy;Platinum;5;306,55;PRAWDA;PRAWDA;-552;FA£SZ;Returning;8;PRAWDA;Leisure
77479;1053;Truck;2020-04-12;2021-12-16;Warszawa;47;20,00;Male;Rainy;Platinum;8;379,44;PRAWDA;FA£SZ;613;PRAWDA;VIP;1;FA£SZ;Other
48749;1901;Convertible;2022-03-18;2022-06-09;Warszawa;90;60,00;Male;Cloudy;Platinum;0;0;FA£SZ;PRAWDA;83;FA£SZ;VIP;2;FA£SZ;Leisure
45752;1550;Convertible;2024-01-20;2021-10-23;£ódŸ;40;34,00;Male;Cloudy;Silver;0;0;PRAWDA;FA£SZ;-819;PRAWDA;New;3;FA£SZ;Other
45642;1488;Truck;2020-08-02;2020-02-22;Lublin;46;38,00;Female;Snowy;None;0;0;PRAWDA;FA£SZ;-162;PRAWDA;New;3;FA£SZ;Leisure
91710;1756;Convertible;2020-10-06;2022-08-16;Lublin;71;42,00;Female;Cloudy;Gold;16;1138,72;PRAWDA;PRAWDA;679;FA£SZ;VIP;8;FA£SZ;Leisure
96699;1273;Truck;2021-02-08;2020-12-11;Kraków;42;38,00;Female;Rainy;Gold;15;623,1;FA£SZ;PRAWDA;-59;FA£SZ;Returning;7;FA£SZ;Other
66515;1335;Convertible;2021-04-09;2021-11-23;Szczecin;46;32,00;Male;Rainy;Silver;24;1093,68;PRAWDA;PRAWDA;228;FA£SZ;New;0;FA£SZ;Business
51450;1388;Hatchback;2020-04-30;2023-08-15;Bydgoszcz;98;34,00;Female;Cloudy;Silver;10;982,8;PRAWDA;PRAWDA;1202;FA£SZ;Returning;1;FA£SZ;Other
55356;1617;Truck;2020-09-06;2022-02-01;Szczecin;57;44,00;Male;Sunny;None;25;1431;PRAWDA;FA£SZ;513;PRAWDA;New;2;PRAWDA;Business
87938;1042;Hatchback;2023-04-30;2022-08-01;Bydgoszcz;48;29,00;Female;Rainy;None;6;287,58;PRAWDA;FA£SZ;-272;PRAWDA;Returning;5;FA£SZ;Business
35811;1442;SUV;2024-06-17;2023-02-15;Wroc³aw;71;59,00;Female;Rainy;Silver;23;1644,04;FA£SZ;PRAWDA;-488;FA£SZ;Returning;7;FA£SZ;Leisure
48271;1543;Truck;2022-05-06;2024-03-20;Kraków;79;47,00;Female;Rainy;Gold;21;1655,22;FA£SZ;PRAWDA;684;FA£SZ;Returning;4;FA£SZ;Business
94518;1888;Truck;2024-06-09;2023-05-11;Lublin;83;21,00;Female;Rainy;Silver;25;2067,5;FA£SZ;FA£SZ;-395;PRAWDA;Returning;5;PRAWDA;Leisure
85226;1257;Sedan;2022-01-01;2023-01-21;£ódŸ;40;39,00;Female;Sunny;Silver;18;720,18;PRAWDA;FA£SZ;385;PRAWDA;New;7;PRAWDA;Other
55412;1321;Convertible;2021-10-30;2020-02-07;Kraków;66;40,00;Female;Rainy;Silver;29;1911,97;PRAWDA;FA£SZ;-631;PRAWDA;VIP;9;FA£SZ;Leisure
46039;1999;Truck;2023-07-27;2020-03-27;Bydgoszcz;90;32,00;Female;Snowy;None;1;89,73;FA£SZ;PRAWDA;-1217;FA£SZ;Returning;5;FA£SZ;Other
19570;1937;Sedan;2022-05-05;2020-08-08;Katowice;91;18,00;Male;Sunny;None;24;2181,84;PRAWDA;PRAWDA;-635;FA£SZ;Returning;4;PRAWDA;Business
33239;1057;Sedan;2023-10-31;2022-04-14;Wroc³aw;62;53,00;Female;Snowy;Gold;21;1294,86;FA£SZ;PRAWDA;-565;FA£SZ;VIP;7;FA£SZ;Leisure
96296;1291;Sedan;2024-03-10;2022-05-28;Szczecin;82;27,00;Male;Snowy;Platinum;13;1062,49;FA£SZ;FA£SZ;-652;PRAWDA;New;9;PRAWDA;Business
60004;1870;Hatchback;2023-01-15;2023-09-11;Lublin;98;32,00;Male;Sunny;Platinum;29;2837,94;PRAWDA;FA£SZ;239;PRAWDA;Returning;0;FA£SZ;Leisure
65692;1119;Sedan;2020-09-12;2024-06-12;Katowice;53;49,00;Male;Rainy;Silver;20;1057;FA£SZ;FA£SZ;1369;PRAWDA;VIP;5;FA£SZ;Leisure
18512;1779;Truck;2022-10-04;2021-05-14;£ódŸ;47;36,00;Male;Cloudy;Gold;22;1041,26;PRAWDA;PRAWDA;-508;FA£SZ;Returning;0;PRAWDA;Other
30807;1430;SUV;2020-12-24;2023-10-15;Poznañ;35;18,00;Female;Snowy;Gold;0;0;FA£SZ;PRAWDA;1025;FA£SZ;New;7;PRAWDA;Other
12729;1082;Convertible;2024-02-20;2023-06-28;Kraków;98;40,00;Male;Snowy;Platinum;23;2262,97;FA£SZ;PRAWDA;-237;FA£SZ;New;1;PRAWDA;Leisure
11934;1091;Hatchback;2022-11-07;2023-05-25;Warszawa;36;63,00;Female;Cloudy;Gold;0;0;FA£SZ;PRAWDA;199;FA£SZ;VIP;9;PRAWDA;Business
88164;1896;Sedan;2021-08-14;2022-07-22;Wroc³aw;95;51,00;Female;Sunny;Platinum;24;2279,76;PRAWDA;FA£SZ;342;PRAWDA;VIP;1;FA£SZ;Other
85429;1398;Sedan;2022-01-25;2022-03-31;Gdañsk;31;48,00;Male;Sunny;Platinum;26;796,64;PRAWDA;PRAWDA;65;FA£SZ;VIP;5;PRAWDA;Business
14504;1611;Hatchback;2020-02-20;2020-03-09;Szczecin;67;33,00;Male;Sunny;Silver;22;1465,42;FA£SZ;PRAWDA;18;FA£SZ;New;2;FA£SZ;Other
38392;1565;Hatchback;2022-04-22;2022-03-30;Gdañsk;86;49,00;Female;Cloudy;Silver;25;2155;PRAWDA;PRAWDA;-23;FA£SZ;Returning;0;FA£SZ;Leisure
47430;1908;Truck;2020-12-29;2023-02-13;Katowice;70;62,00;Female;Snowy;Silver;8;556,72;FA£SZ;PRAWDA;776;FA£SZ;VIP;1;FA£SZ;Business
25963;1633;Truck;2021-11-15;2021-07-15;Wroc³aw;78;52,00;Female;Cloudy;Silver;3;232,74;PRAWDA;PRAWDA;-123;FA£SZ;Returning;1;FA£SZ;Other
72992;1938;SUV;2023-03-01;2022-10-23;Bydgoszcz;74;27,00;Male;Sunny;None;20;1473;PRAWDA;PRAWDA;-129;FA£SZ;VIP;3;FA£SZ;Other
65276;1084;Truck;2021-06-13;2022-11-06;Lublin;52;32,00;Female;Cloudy;Platinum;12;624,84;PRAWDA;FA£SZ;511;PRAWDA;New;0;FA£SZ;Other
83840;1203;Truck;2022-10-30;2023-12-05;£ódŸ;73;42,00;Female;Rainy;Gold;18;1311,66;PRAWDA;FA£SZ;401;PRAWDA;VIP;4;FA£SZ;Business
23236;1324;Hatchback;2023-08-16;2023-01-09;Wroc³aw;55;24,00;Male;Snowy;Gold;3;164,7;PRAWDA;PRAWDA;-219;FA£SZ;New;1;FA£SZ;Leisure
92820;1774;Hatchback;2020-07-12;2023-10-19;Wroc³aw;86;42,00;Male;Cloudy;Silver;7;604,66;PRAWDA;FA£SZ;1194;PRAWDA;New;3;FA£SZ;Business
95547;1964;Convertible;2020-11-08;2023-09-08;Lublin;33;59,00;Male;Rainy;Platinum;9;296,73;FA£SZ;FA£SZ;1034;PRAWDA;Returning;0;FA£SZ;Business
27920;1047;Hatchback;2021-03-30;2021-07-19;Gdañsk;67;24,00;Male;Sunny;Platinum;27;1818,99;PRAWDA;PRAWDA;111;FA£SZ;VIP;4;FA£SZ;Leisure
15299;1639;Hatchback;2021-11-10;2024-02-29;Warszawa;61;40,00;Male;Cloudy;Gold;10;612,8;PRAWDA;PRAWDA;841;FA£SZ;Returning;2;FA£SZ;Business
37202;1131;Truck;2020-05-20;2022-12-15;£ódŸ;46;60,00;Male;Snowy;Platinum;12;548,64;FA£SZ;PRAWDA;939;FA£SZ;New;8;FA£SZ;Leisure
40254;1972;Truck;2024-07-17;2022-07-06;Bydgoszcz;96;33,00;Female;Sunny;Gold;25;2410,75;PRAWDA;PRAWDA;-742;FA£SZ;VIP;3;FA£SZ;Other
66764;1868;Hatchback;2020-08-17;2021-07-31;Gdañsk;66;57,00;Male;Sunny;None;8;524,24;FA£SZ;PRAWDA;348;FA£SZ;VIP;7;FA£SZ;Leisure
20550;1180;Hatchback;2020-03-23;2021-08-14;Gdañsk;64;18,00;Female;Cloudy;Platinum;13;828,88;FA£SZ;PRAWDA;509;FA£SZ;VIP;3;PRAWDA;Other
90217;1846;Convertible;2021-01-21;2024-02-09;£ódŸ;49;19,00;Male;Rainy;Platinum;4;195,96;PRAWDA;PRAWDA;1114;FA£SZ;Returning;8;FA£SZ;Business
79673;1143;Sedan;2021-08-08;2021-06-22;£ódŸ;44;42,00;Female;Rainy;Silver;17;744,43;PRAWDA;FA£SZ;-47;PRAWDA;VIP;7;PRAWDA;Business
87017;1660;Hatchback;2021-01-06;2023-07-23;Warszawa;62;69,00;Male;Sunny;None;29;1790,46;FA£SZ;PRAWDA;928;FA£SZ;Returning;8;FA£SZ;Business
93570;1227;SUV;2023-04-30;2020-02-22;Katowice;79;19,00;Male;Snowy;Gold;13;1024,53;PRAWDA;FA£SZ;-1163;PRAWDA;Returning;1;FA£SZ;Other
35977;1954;Convertible;2020-10-11;2020-01-17;Warszawa;61;36,00;Female;Sunny;Gold;24;1454,64;FA£SZ;FA£SZ;-268;PRAWDA;VIP;3;PRAWDA;Leisure
48992;1791;Sedan;2023-02-23;2024-01-08;Lublin;65;28,00;Male;Cloudy;Silver;15;974,85;PRAWDA;PRAWDA;319;FA£SZ;Returning;7;FA£SZ;Business
51309;1719;Truck;2020-12-26;2021-05-07;Poznañ;58;66,00;Female;Snowy;None;24;1395,6;FA£SZ;FA£SZ;132;PRAWDA;VIP;6;FA£SZ;Leisure
16174;1909;Hatchback;2020-04-23;2022-01-27;£ódŸ;74;19,00;Male;Cloudy;Silver;13;960,05;PRAWDA;PRAWDA;644;FA£SZ;New;9;FA£SZ;Other
30570;1373;SUV;2020-03-08;2024-07-11;Poznañ;61;55,00;Female;Cloudy;None;19;1161,09;FA£SZ;FA£SZ;1586;PRAWDA;Returning;1;FA£SZ;Other
88919;1853;Truck;2021-08-27;2022-01-11;£ódŸ;82;41,00;Male;Sunny;Silver;25;2054,75;FA£SZ;PRAWDA;137;FA£SZ;New;6;FA£SZ;Leisure
95680;1560;Hatchback;2021-07-28;2023-10-29;Lublin;97;38,00;Female;Rainy;None;12;1168,08;FA£SZ;PRAWDA;823;FA£SZ;Returning;0;FA£SZ;Leisure
80165;1305;Sedan;2021-01-19;2024-01-06;Gdañsk;55;25,00;Female;Sunny;None;5;276,55;PRAWDA;PRAWDA;1082;FA£SZ;VIP;8;FA£SZ;Leisure
30464;1581;Hatchback;2024-01-28;2023-05-18;Lublin;81;69,00;Male;Cloudy;None;5;405,55;FA£SZ;FA£SZ;-255;PRAWDA;VIP;6;PRAWDA;Other
14077;1169;Hatchback;2021-10-16;2021-02-14;Poznañ;79;21,00;Female;Snowy;Platinum;1;78,96;FA£SZ;FA£SZ;-244;PRAWDA;Returning;4;FA£SZ;Business
61153;1675;SUV;2020-07-08;2023-06-17;Gdañsk;77;44,00;Male;Snowy;Platinum;25;1912,5;FA£SZ;PRAWDA;1074;FA£SZ;New;7;FA£SZ;Other
41009;1448;Convertible;2020-03-11;2020-07-21;Wroc³aw;82;32,00;Male;Cloudy;None;24;1972,08;FA£SZ;PRAWDA;132;FA£SZ;Returning;6;PRAWDA;Other
20080;1095;Truck;2023-08-15;2024-06-09;Gdañsk;32;21,00;Male;Snowy;Platinum;14;451,08;FA£SZ;PRAWDA;299;FA£SZ;New;5;FA£SZ;Other
49505;1197;Truck;2020-11-11;2020-02-28;Kraków;43;65,00;Male;Sunny;Platinum;8;343,04;PRAWDA;PRAWDA;-257;FA£SZ;Returning;9;FA£SZ;Business
56166;1606;Hatchback;2022-03-18;2023-01-24;Poznañ;50;59,00;Male;Rainy;Platinum;12;599,4;FA£SZ;PRAWDA;312;FA£SZ;Returning;6;FA£SZ;Other
36079;1256;SUV;2020-08-05;2022-02-28;Lublin;72;58,00;Male;Rainy;Gold;25;1812,25;FA£SZ;PRAWDA;572;FA£SZ;Returning;8;PRAWDA;Business
22313;1881;Convertible;2021-11-17;2024-05-30;Katowice;88;46,00;Male;Sunny;Silver;6;525,72;FA£SZ;PRAWDA;925;FA£SZ;VIP;2;FA£SZ;Leisure
76031;1690;Hatchback;2020-08-11;2024-04-20;Wroc³aw;93;40,00;Male;Cloudy;Gold;17;1579,81;FA£SZ;PRAWDA;1348;FA£SZ;VIP;2;FA£SZ;Leisure
40934;1292;Truck;2022-07-24;2022-10-23;Gdañsk;99;26,00;Male;Snowy;Platinum;16;1589,76;FA£SZ;FA£SZ;91;PRAWDA;Returning;6;FA£SZ;Business
64133;1930;Hatchback;2022-12-24;2021-05-15;Warszawa;72;18,00;Female;Cloudy;Gold;28;2025,24;FA£SZ;FA£SZ;-588;PRAWDA;VIP;7;PRAWDA;Other
57367;1816;Sedan;2023-09-16;2023-08-11;Katowice;65;51,00;Female;Snowy;Silver;8;522,72;FA£SZ;FA£SZ;-36;PRAWDA;VIP;6;FA£SZ;Business
54873;1861;Convertible;2021-07-14;2022-10-17;Gdañsk;53;35,00;Female;Snowy;Silver;23;1218,77;PRAWDA;PRAWDA;460;FA£SZ;VIP;0;FA£SZ;Leisure
89704;1387;Hatchback;2020-07-08;2022-02-11;Warszawa;51;68,00;Female;Snowy;Platinum;5;257,2;PRAWDA;PRAWDA;583;FA£SZ;New;5;PRAWDA;Leisure
21708;1610;SUV;2024-04-13;2020-09-22;Kraków;77;31,00;Female;Snowy;Silver;6;460,74;FA£SZ;FA£SZ;-1299;PRAWDA;New;3;FA£SZ;Leisure
48743;1554;Truck;2023-12-22;2023-09-29;Kraków;80;59,00;Female;Rainy;None;24;1920,72;FA£SZ;PRAWDA;-84;FA£SZ;Returning;6;FA£SZ;Other
67845;1973;Sedan;2020-05-02;2020-04-04;Bydgoszcz;62;39,00;Female;Rainy;Platinum;10;615,3;PRAWDA;FA£SZ;-28;PRAWDA;VIP;8;FA£SZ;Other
54793;1368;SUV;2020-11-09;2020-10-29;Gdañsk;41;55,00;Female;Sunny;None;29;1179,72;PRAWDA;PRAWDA;-11;FA£SZ;Returning;6;FA£SZ;Leisure
